algoritmo;cenario;tamanho;repeticao;tempo_ms;comparacoes;trocas
Shell Sort;crescente;40000;10;1.348;355719;0
Shell Sort;crescente;40000;11;1.304;355719;0
Shell Sort;decrescente;40000;1;2.000;559283;221344
Shell Sort;decrescente;40000;2;1.893;559283;221344
Shell Sort;decrescente;40000;3;1.963;559283;221344
Shell Sort;decrescente;40000;4;2.034;559283;221344
Shell Sort;decrescente;40000;5;2.027;559283;221344
Shell Sort;decrescente;40000;6;2.042;559283;221344
Shell Sort;decrescente;40000;7;1.921;559283;221344
Shell Sort;decrescente;40000;8;1.922;559283;221344
Shell Sort;decrescente;40000;9;1.874;559283;221344
Shell Sort;decrescente;40000;10;1.975;559283;221344
Shell Sort;decrescente;40000;11;2.071;559283;221344
Shell Sort;aleatorio;40000;1;6.788;1280763;941679
Shell Sort;aleatorio;40000;2;6.510;1330014;990600
Shell Sort;aleatorio;40000;3;6.524;1323332;984015
Shell Sort;aleatorio;40000;4;6.383;1294179;954778
Shell Sort;aleatorio;40000;5;6.203;1236065;896634
Shell Sort;aleatorio;40000;6;6.284;1250382;910863
Shell Sort;aleatorio;40000;7;6.265;1237722;898317
Shell Sort;aleatorio;40000;8;6.358;1263341;923967
Shell Sort;aleatorio;40000;9;6.162;1227889;888531
Shell Sort;aleatorio;40000;10;6.402;1286530;947174
Shell Sort;aleatorio;40000;11;6.354;1279417;940061
Shell Sort;crescente;60000;1;1.902;555719;0
Shell Sort;crescente;60000;2;1.934;555719;0
Shell Sort;crescente;60000;3;1.888;555719;0
Shell Sort;crescente;60000;4;1.882;555719;0
Shell Sort;crescente;60000;5;1.902;555719;0
Shell Sort;crescente;60000;6;1.863;555719;0
Shell Sort;crescente;60000;7;1.894;555719;0
Shell Sort;crescente;60000;8;1.874;555719;0
Shell Sort;crescente;60000;9;1.845;555719;0
Shell Sort;crescente;60000;10;1.905;555719;0
Shell Sort;crescente;60000;11;1.910;555719;0
Shell Sort;decrescente;60000;1;3.759;863734;361978
Shell Sort;decrescente;60000;2;2.996;863734;361978
Shell Sort;decrescente;60000;3;3.005;863734;361978
Shell Sort;decrescente;60000;4;3.135;863734;361978
Shell Sort;decrescente;60000;5;2.956;863734;361978
Shell Sort;decrescente;60000;6;2.953;863734;361978
Shell Sort;decrescente;60000;7;2.993;863734;361978
Shell Sort;decrescente;60000;8;2.948;863734;361978
Shell Sort;decrescente;60000;9;2.909;863734;361978
Shell Sort;decrescente;60000;10;2.925;863734;361978
Shell Sort;decrescente;60000;11;2.991;863734;361978
Shell Sort;aleatorio;60000;1;9.897;1981874;1454993
Shell Sort;aleatorio;60000;2;9.924;2039260;1512290
Shell Sort;aleatorio;60000;3;9.893;1997631;1470790
Shell Sort;aleatorio;60000;4;10.441;2206291;1679411
Shell Sort;aleatorio;60000;5;10.329;2155779;1629176
Shell Sort;aleatorio;60000;6;9.858;1999226;1472491
Shell Sort;aleatorio;60000;7;10.283;2168847;1642090
Shell Sort;aleatorio;60000;8;10.028;2073633;1546813
Shell Sort;aleatorio;60000;9;10.108;2101204;1574016
Shell Sort;aleatorio;60000;10;10.145;2089471;1562584
Shell Sort;aleatorio;60000;11;10.113;2079277;1552291

ESTATISTICAS (descartadas as 1 primeiras repeticoes)
algoritmo;cenario;tamanho;media_tempo_ms;desvio_tempo_ms;media_comparacoes;media_trocas
Shell Sort;crescente;20000;0.550;0.017;165243.00;0.00
Shell Sort;decrescente;20000;0.932;0.055;261067.00;113812.00
Shell Sort;aleatorio;20000;2.976;0.093;548673.40;393020.60
Shell Sort;crescente;40000;1.278;0.051;355719.00;0.00
Shell Sort;decrescente;40000;1.972;0.065;559283.00;221344.00
Shell Sort;aleatorio;40000;6.344;0.113;1272887.10;933494.00
Shell Sort;crescente;60000;1.890;0.024;555719.00;0.00
Shell Sort;decrescente;60000;2.981;0.060;863734.00;361978.00
Shell Sort;aleatorio;60000;10.112;0.185;2091061.90;1564195.20
