algoritmo;cenario;tamanho;repeticao;tempo_ms;comparacoes;trocas
Shell Sort;decrescente;60000;8;5.747;863734;361978
Shell Sort;decrescente;60000;9;3.606;863734;361978
Shell Sort;decrescente;60000;10;3.516;863734;361978
Shell Sort;decrescente;60000;11;5.040;863734;361978
Shell Sort;aleatorio;60000;1;11.293;2151148;1624356
Shell Sort;aleatorio;60000;2;10.412;2018476;1491562
Shell Sort;aleatorio;60000;3;11.084;2029870;1502902
Shell Sort;aleatorio;60000;4;13.225;2075824;1548904
Shell Sort;aleatorio;60000;5;12.252;2081302;1554557
Shell Sort;aleatorio;60000;6;12.676;2077624;1550646
Shell Sort;aleatorio;60000;7;12.505;2020184;1493124
Shell Sort;aleatorio;60000;8;13.661;2414354;1887506
Shell Sort;aleatorio;60000;9;12.380;2117423;1590439
Shell Sort;aleatorio;60000;10;12.250;2122211;1595423
Shell Sort;aleatorio;60000;11;12.051;2069961;1543137

ESTATISTICAS (descartadas as 1 primeiras repeticoes)
algoritmo;cenario;tamanho;media_tempo_ms;desvio_tempo_ms;media_comparacoes;media_trocas
Shell Sort;crescente;20000;0.572;0.019;165243.00;0.00
Shell Sort;decrescente;20000;1.019;0.049;261067.00;113812.00
Shell Sort;aleatorio;20000;3.216;0.225;540519.40;384868.20
Shell Sort;crescente;40000;1.385;0.033;355719.00;0.00
Shell Sort;decrescente;40000;2.191;0.044;559283.00;221344.00
Shell Sort;aleatorio;40000;7.128;0.461;1271501.10;932189.20
Shell Sort;crescente;60000;2.109;0.088;555719.00;0.00
Shell Sort;decrescente;60000;4.353;0.923;863734.00;361978.00
Shell Sort;aleatorio;60000;12.250;0.893;2102722.90;1575820.00
