algoritmo;cenario;tamanho;repeticao;tempo_ms;comparacoes;trocas
Cycle Sort;decrescente;40000;8;2769.592;1399970000;40000
Cycle Sort;decrescente;40000;9;2771.588;1399970000;40000
Cycle Sort;decrescente;40000;10;2742.087;1399970000;40000
Cycle Sort;decrescente;40000;11;2796.873;1399970000;40000
Cycle Sort;aleatorio;40000;1;6150.536;2399124657;39999
Cycle Sort;aleatorio;40000;2;6200.845;2399151541;39999
Cycle Sort;aleatorio;40000;3;6020.128;2399371263;39997
Cycle Sort;aleatorio;40000;4;6061.581;2399332357;39999
Cycle Sort;aleatorio;40000;5;5997.540;2398949173;39999
Cycle Sort;aleatorio;40000;6;6068.933;2398937585;39997
Cycle Sort;aleatorio;40000;7;6070.007;2399176793;39998
Cycle Sort;aleatorio;40000;8;6058.733;2399379756;39998
Cycle Sort;aleatorio;40000;9;6749.685;2398918412;39998
Cycle Sort;aleatorio;40000;10;6047.819;2399195556;40000
Cycle Sort;aleatorio;40000;11;6019.319;2398287415;39997
Cycle Sort;crescente;60000;1;3521.536;1799970000;0
Cycle Sort;crescente;60000;2;3505.593;1799970000;0
Cycle Sort;crescente;60000;3;3470.666;1799970000;0
Cycle Sort;crescente;60000;4;3462.523;1799970000;0
Cycle Sort;crescente;60000;5;3493.705;1799970000;0
Cycle Sort;crescente;60000;6;3502.950;1799970000;0
Cycle Sort;crescente;60000;7;3471.704;1799970000;0
Cycle Sort;crescente;60000;8;3475.155;1799970000;0
Cycle Sort;crescente;60000;9;3463.092;1799970000;0
Cycle Sort;crescente;60000;10;3488.921;1799970000;0
Cycle Sort;crescente;60000;11;3506.355;1799970000;0
Cycle Sort;decrescente;60000;1;6218.755;3149955000;60000
Cycle Sort;decrescente;60000;2;6142.420;3149955000;60000
Cycle Sort;decrescente;60000;3;6133.316;3149955000;60000
Cycle Sort;decrescente;60000;4;6431.304;3149955000;60000
Cycle Sort;decrescente;60000;5;6212.175;3149955000;60000
Cycle Sort;decrescente;60000;6;6199.319;3149955000;60000
Cycle Sort;decrescente;60000;7;6192.348;3149955000;60000
Cycle Sort;decrescente;60000;8;6310.297;3149955000;60000
Cycle Sort;decrescente;60000;9;6638.436;3149955000;60000
Cycle Sort;decrescente;60000;10;6019.064;3149955000;60000
Cycle Sort;decrescente;60000;11;6085.996;3149955000;60000
Cycle Sort;aleatorio;60000;1;13617.766;5398633418;60000
Cycle Sort;aleatorio;60000;2;14647.569;5398263150;59997
Cycle Sort;aleatorio;60000;3;14171.341;5398107828;59999
Cycle Sort;aleatorio;60000;4;14493.486;5398691740;59996
Cycle Sort;aleatorio;60000;5;14403.091;5399047012;59996
Cycle Sort;aleatorio;60000;6;14564.896;5398613783;59999
Cycle Sort;aleatorio;60000;7;13966.978;5398522584;59999
Cycle Sort;aleatorio;60000;8;14157.991;5399426076;59999
Cycle Sort;aleatorio;60000;9;14642.450;5398548982;60000
Cycle Sort;aleatorio;60000;10;14500.871;5399480197;60000
Cycle Sort;aleatorio;60000;11;16496.225;5398993316;60000

ESTATISTICAS (descartadas as 1 primeiras repeticoes)
algoritmo;cenario;tamanho;media_tempo_ms;desvio_tempo_ms;media_comparacoes;media_trocas
Cycle Sort;crescente;20000;388.309;1.127;199990000.00;0.00
Cycle Sort;decrescente;20000;764.451;41.347;349985000.00;20000.00
Cycle Sort;aleatorio;20000;1524.192;22.721;599597971.00;19998.80
Cycle Sort;crescente;40000;1594.445;53.535;799980000.00;0.00
Cycle Sort;decrescente;40000;2790.754;35.007;1399970000.00;40000.00
Cycle Sort;aleatorio;40000;6129.459;213.245;2399069985.10;39998.20
Cycle Sort;crescente;60000;3484.066;16.580;1799970000.00;0.00
Cycle Sort;decrescente;60000;6236.468;172.713;3149955000.00;60000.00
Cycle Sort;aleatorio;60000;14604.490;666.374;5398769466.80;59998.50
