algoritmo;cenario;tamanho;repeticao;tempo_ms;comparacoes;trocas
Shell Sort;decrescente;60000;6;3.066;863734;361978
Shell Sort;decrescente;60000;7;3.071;863734;361978
Shell Sort;decrescente;60000;8;3.031;863734;361978
Shell Sort;decrescente;60000;9;3.000;863734;361978
Shell Sort;decrescente;60000;10;3.002;863734;361978
Shell Sort;decrescente;60000;11;3.008;863734;361978
Shell Sort;aleatorio;60000;1;10.814;2178430;1651486
Shell Sort;aleatorio;60000;2;10.258;2037880;1510838
Shell Sort;aleatorio;60000;3;10.297;2039151;1512391
Shell Sort;aleatorio;60000;4;10.590;2141065;1613982
Shell Sort;aleatorio;60000;5;10.309;2050589;1523852
Shell Sort;aleatorio;60000;6;10.371;2074949;1548031
Shell Sort;aleatorio;60000;7;10.455;2088745;1561905
Shell Sort;aleatorio;60000;8;10.439;2069513;1542677
Shell Sort;aleatorio;60000;9;10.521;2138145;1611308
Shell Sort;aleatorio;60000;10;10.438;2110145;1583181
Shell Sort;aleatorio;60000;11;10.214;2015105;1488066

ESTATISTICAS (descartadas as 1 primeiras repeticoes)
algoritmo;cenario;tamanho;media_tempo_ms;desvio_tempo_ms;media_comparacoes;media_trocas
Shell Sort;crescente;20000;0.565;0.018;165243.00;0.00
Shell Sort;decrescente;20000;0.967;0.023;261067.00;113812.00
Shell Sort;aleatorio;20000;3.047;0.136;555198.80;399579.40
Shell Sort;crescente;40000;1.292;0.037;355719.00;0.00
Shell Sort;decrescente;40000;2.030;0.082;559283.00;221344.00
Shell Sort;aleatorio;40000;6.496;0.126;1266069.30;926760.60
Shell Sort;crescente;60000;1.946;0.021;555719.00;0.00
Shell Sort;decrescente;60000;3.057;0.044;863734.00;361978.00
Shell Sort;aleatorio;60000;10.389;0.114;2076528.70;1549623.10
