algoritmo;cenario;tamanho;repeticao;tempo_ms;comparacoes;trocas
Cycle Sort;aleatorio;40000;11;6204.530;2399123692;39999
Cycle Sort;crescente;60000;1;3558.226;1799970000;0
Cycle Sort;crescente;60000;2;3486.824;1799970000;0
Cycle Sort;crescente;60000;3;3610.807;1799970000;0
Cycle Sort;crescente;60000;4;3461.050;1799970000;0
Cycle Sort;crescente;60000;5;3451.972;1799970000;0
Cycle Sort;crescente;60000;6;3475.857;1799970000;0
Cycle Sort;crescente;60000;7;3459.341;1799970000;0
Cycle Sort;crescente;60000;8;3450.860;1799970000;0
Cycle Sort;crescente;60000;9;3418.847;1799970000;0
Cycle Sort;crescente;60000;10;3175.489;1799970000;0
Cycle Sort;crescente;60000;11;3261.192;1799970000;0
Cycle Sort;decrescente;60000;1;6138.827;3149955000;60000
Cycle Sort;decrescente;60000;2;6050.052;3149955000;60000
Cycle Sort;decrescente;60000;3;6071.081;3149955000;60000
Cycle Sort;decrescente;60000;4;6100.555;3149955000;60000
Cycle Sort;decrescente;60000;5;6035.174;3149955000;60000
Cycle Sort;decrescente;60000;6;6059.885;3149955000;60000
Cycle Sort;decrescente;60000;7;6045.729;3149955000;60000
Cycle Sort;decrescente;60000;8;6012.954;3149955000;60000
Cycle Sort;decrescente;60000;9;6047.493;3149955000;60000
Cycle Sort;decrescente;60000;10;6055.901;3149955000;60000
Cycle Sort;decrescente;60000;11;6132.447;3149955000;60000
Cycle Sort;aleatorio;60000;1;14077.738;5398745291;59998
Cycle Sort;aleatorio;60000;2;13608.682;5398337478;60000
Cycle Sort;aleatorio;60000;3;13307.772;5398488496;59998
Cycle Sort;aleatorio;60000;4;13310.241;5398350532;59998
Cycle Sort;aleatorio;60000;5;13556.494;5398615735;59994
Cycle Sort;aleatorio;60000;6;13554.440;5399285467;60000
Cycle Sort;aleatorio;60000;7;12774.350;5399070356;59999
Cycle Sort;aleatorio;60000;8;13538.147;5398490426;59998
Cycle Sort;aleatorio;60000;9;13332.413;5398701452;60000
Cycle Sort;aleatorio;60000;10;13401.202;5398596456;59996
Cycle Sort;aleatorio;60000;11;15476.273;5398749694;59998

ESTATISTICAS (descartadas as 1 primeiras repeticoes)
algoritmo;cenario;tamanho;media_tempo_ms;desvio_tempo_ms;media_comparacoes;media_trocas
Cycle Sort;crescente;20000;397.251;13.912;199990000.00;0.00
Cycle Sort;decrescente;20000;673.353;23.132;349985000.00;20000.00
Cycle Sort;aleatorio;20000;1505.917;37.647;599624941.10;19998.30
Cycle Sort;crescente;40000;1521.789;36.951;799980000.00;0.00
Cycle Sort;decrescente;40000;2693.834;36.678;1399970000.00;40000.00
Cycle Sort;aleatorio;40000;5984.810;124.902;2399145805.40;39998.10
Cycle Sort;crescente;60000;3425.224;115.730;1799970000.00;0.00
Cycle Sort;decrescente;60000;6061.127;32.107;3149955000.00;60000.00
Cycle Sort;aleatorio;60000;13586.001;669.962;5398668609.20;59998.10
